id;numbViddilenya;address;timeWork;denTuznyaKoluPruhodutKlient;chasKoluPruhodutKlient;kgVanatznist;dniTuznyaRobotu;kilkistPratsivnukiv
3930;4;address - 4;8;5;10;10;5;2
3931;4;address - 4;8;1;9;19;5;2
3932;4;address - 4;8;1;9;17;5;2
3933;4;address - 4;8;4;11;26;5;2
3934;4;address - 4;8;1;9;13;5;2
3935;4;address - 4;8;5;9;4;5;2
3936;4;address - 4;8;1;11;11;5;2
3937;4;address - 4;8;4;15;24;5;2
3938;4;address - 4;8;5;15;26;5;2
3939;4;address - 4;8;1;10;26;5;2
3940;4;address - 4;8;1;18;1;5;2
3941;4;address - 4;8;1;17;19;5;2
3942;4;address - 4;8;5;9;18;5;2
3943;4;address - 4;8;1;11;14;5;2
3944;4;address - 4;8;1;15;10;5;2
3945;4;address - 4;8;5;9;19;5;2
3946;4;address - 4;8;5;9;3;5;2
3947;4;address - 4;8;5;17;30;5;2
3948;4;address - 4;8;1;9;13;5;2
3949;4;address - 4;8;4;9;22;5;2
3950;4;address - 4;8;1;17;11;5;2
3951;4;address - 4;8;5;11;2;5;2
3952;4;address - 4;8;1;17;3;5;2
3953;4;address - 4;8;5;9;6;5;2
3954;4;address - 4;8;1;17;25;5;2
3955;4;address - 4;8;1;9;24;5;2
3956;4;address - 4;8;1;9;15;5;2
3957;4;address - 4;8;5;15;27;5;2
3958;4;address - 4;8;4;9;15;5;2
3959;4;address - 4;8;5;9;22;5;2
3960;4;address - 4;8;5;17;12;5;2
3961;4;address - 4;8;5;17;6;5;2
3962;4;address - 4;8;1;17;25;5;2
3963;4;address - 4;8;5;9;29;5;2
3964;4;address - 4;8;4;17;1;5;2
3965;4;address - 4;8;1;9;28;5;2
3966;4;address - 4;8;1;9;23;5;2
3967;4;address - 4;8;1;9;4;5;2
3968;4;address - 4;8;1;9;1;5;2
3969;4;address - 4;8;5;9;13;5;2
3970;4;address - 4;8;4;10;24;5;2
3971;4;address - 4;8;5;17;9;5;2
3972;4;address - 4;8;5;17;21;5;2
3973;4;address - 4;8;5;10;16;5;2
3974;4;address - 4;8;1;17;27;5;2
3975;4;address - 4;8;5;17;2;5;2
3976;4;address - 4;8;4;15;22;5;2
3977;4;address - 4;8;1;17;19;5;2
3978;4;address - 4;8;4;9;15;5;2
3979;4;address - 4;8;1;15;16;5;2
3980;4;address - 4;8;5;15;9;5;2
3981;4;address - 4;8;1;17;15;5;2
3982;4;address - 4;8;1;11;19;5;2
3983;4;address - 4;8;1;17;8;5;2
3984;4;address - 4;8;4;17;6;5;2
3985;4;address - 4;8;4;9;15;5;2
3986;4;address - 4;8;5;15;22;5;2
3987;4;address - 4;8;1;9;12;5;2
3988;4;address - 4;8;1;18;18;5;2
3989;4;address - 4;8;5;18;16;5;2
3990;4;address - 4;8;1;10;22;5;2
3991;4;address - 4;8;1;15;15;5;2
3992;4;address - 4;8;4;17;7;5;2
3993;4;address - 4;8;1;10;26;5;2
3994;4;address - 4;8;5;9;5;5;2
3995;4;address - 4;8;5;17;21;5;2
3996;4;address - 4;8;5;15;10;5;2
3997;4;address - 4;8;4;17;12;5;2
3998;4;address - 4;8;5;17;29;5;2
3999;4;address - 4;8;5;17;16;5;2
4000;4;address - 4;8;4;9;18;5;2
4001;5;address - 5;8;1;17;13;5;3
4002;5;address - 5;8;5;9;18;5;3
4003;5;address - 5;8;1;11;3;5;3
4004;5;address - 5;8;1;9;7;5;3
4005;5;address - 5;8;1;15;25;5;3
4006;5;address - 5;8;5;10;2;5;3
4007;5;address - 5;8;5;17;1;5;3
4008;5;address - 5;8;5;17;30;5;3
4009;5;address - 5;8;5;17;29;5;3
4010;5;address - 5;8;1;9;24;5;3
4011;5;address - 5;8;1;17;13;5;3
4012;5;address - 5;8;1;15;2;5;3
4013;5;address - 5;8;1;9;19;5;3
4014;5;address - 5;8;5;15;23;5;3
4015;5;address - 5;8;5;15;26;5;3
4016;5;address - 5;8;5;9;6;5;3
4017;5;address - 5;8;4;17;6;5;3
4018;5;address - 5;8;1;9;14;5;3
4019;5;address - 5;8;1;17;12;5;3
4020;5;address - 5;8;4;17;17;5;3
4021;5;address - 5;8;5;17;15;5;3
4022;5;address - 5;8;5;17;26;5;3
4023;5;address - 5;8;5;9;20;5;3
4024;5;address - 5;8;5;17;28;5;3
4025;5;address - 5;8;5;18;27;5;3
4026;5;address - 5;8;1;17;12;5;3
4027;5;address - 5;8;1;17;23;5;3
4028;5;address - 5;8;1;15;15;5;3
4029;5;address - 5;8;5;17;7;5;3
4030;5;address - 5;8;1;9;2;5;3
4031;5;address - 5;8;4;10;8;5;3
4032;5;address - 5;8;1;10;30;5;3
4033;5;address - 5;8;5;10;24;5;3
4034;5;address - 5;8;5;17;9;5;3
4035;5;address - 5;8;4;9;9;5;3
4036;5;address - 5;8;1;17;19;5;3
4037;5;address - 5;8;4;17;16;5;3
4038;5;address - 5;8;5;9;4;5;3
4039;5;address - 5;8;4;9;12;5;3
4040;5;address - 5;8;4;9;4;5;3
4041;5;address - 5;8;4;15;21;5;3
4042;5;address - 5;8;5;9;29;5;3
4043;5;address - 5;8;5;11;21;5;3
4044;5;address - 5;8;1;17;21;5;3
4045;5;address - 5;8;5;9;5;5;3
4046;5;address - 5;8;1;18;24;5;3
4047;5;address - 5;8;1;17;24;5;3
4048;5;address - 5;8;1;11;1;5;3
4049;5;address - 5;8;1;9;8;5;3
4050;5;address - 5;8;1;18;3;5;3
4051;5;address - 5;8;4;17;23;5;3
4052;5;address - 5;8;5;17;13;5;3
4053;5;address - 5;8;1;17;26;5;3
4054;5;address - 5;8;5;9;26;5;3
4055;5;address - 5;8;5;17;7;5;3
4056;5;address - 5;8;1;17;16;5;3
4057;5;address - 5;8;5;9;9;5;3
4058;5;address - 5;8;4;10;15;5;3
4059;5;address - 5;8;4;15;7;5;3
4060;5;address - 5;8;5;9;17;5;3
4061;5;address - 5;8;5;17;13;5;3
4062;5;address - 5;8;5;9;1;5;3
4063;5;address - 5;8;4;18;12;5;3
4064;5;address - 5;8;1;17;9;5;3
4065;5;address - 5;8;5;18;17;5;3
4066;5;address - 5;8;5;15;26;5;3
4067;5;address - 5;8;4;17;25;5;3
4068;5;address - 5;8;1;10;27;5;3
4069;5;address - 5;8;5;17;17;5;3
4070;5;address - 5;8;1;9;2;5;3
4071;5;address - 5;8;1;10;4;5;3
4072;5;address - 5;8;5;10;4;5;3
4073;5;address - 5;8;5;10;23;5;3
4074;5;address - 5;8;1;10;30;5;3
4075;5;address - 5;8;5;18;11;5;3
4076;5;address - 5;8;1;9;6;5;3
4077;5;address - 5;8;5;17;1;5;3
4078;5;address - 5;8;5;9;21;5;3
4079;5;address - 5;8;1;17;4;5;3
4080;5;address - 5;8;5;17;23;5;3
4081;5;address - 5;8;5;17;21;5;3
4082;5;address - 5;8;5;9;19;5;3
4083;5;address - 5;8;1;17;16;5;3
4084;5;address - 5;8;4;11;4;5;3
4085;5;address - 5;8;5;9;18;5;3
4086;5;address - 5;8;4;17;22;5;3
4087;5;address - 5;8;5;18;4;5;3
4088;5;address - 5;8;4;10;29;5;3
4089;5;address - 5;8;4;18;3;5;3
4090;5;address - 5;8;5;9;14;5;3
4091;5;address - 5;8;4;11;2;5;3
4092;5;address - 5;8;5;11;15;5;3
4093;5;address - 5;8;1;9;30;5;3
4094;5;address - 5;8;5;18;26;5;3
4095;5;address - 5;8;1;9;28;5;3
4096;5;address - 5;8;4;9;14;5;3
4097;5;address - 5;8;5;11;21;5;3
4098;5;address - 5;8;1;17;10;5;3
4099;5;address - 5;8;1;17;23;5;3
4100;5;address - 5;8;4;11;2;5;3
4101;5;address - 5;8;1;17;30;5;3
4102;5;address - 5;8;5;11;26;5;3
4103;5;address - 5;8;1;9;7;5;3
4104;5;address - 5;8;1;15;1;5;3
4105;5;address - 5;8;1;18;8;5;3
4106;5;address - 5;8;1;17;27;5;3
4107;5;address - 5;8;5;11;12;5;3
4108;5;address - 5;8;1;18;17;5;3
4109;5;address - 5;8;5;17;10;5;3
4110;5;address - 5;8;5;9;14;5;3
4111;5;address - 5;8;1;17;25;5;3
4112;5;address - 5;8;5;9;12;5;3
4113;5;address - 5;8;1;18;16;5;3
4114;5;address - 5;8;5;17;30;5;3
4115;5;address - 5;8;1;9;19;5;3
4116;5;address - 5;8;5;9;22;5;3
4117;5;address - 5;8;5;11;22;5;3
4118;5;address - 5;8;5;11;14;5;3
4119;5;address - 5;8;4;17;13;5;3
4120;5;address - 5;8;5;15;9;5;3
4121;5;address - 5;8;5;18;8;5;3
4122;5;address - 5;8;4;9;10;5;3
4123;5;address - 5;8;1;10;9;5;3
4124;5;address - 5;8;1;17;10;5;3
4125;5;address - 5;8;5;9;29;5;3
4126;5;address - 5;8;4;17;17;5;3
4127;5;address - 5;8;4;10;24;5;3
4128;5;address - 5;8;4;17;16;5;3
4129;5;address - 5;8;5;17;6;5;3
4130;5;address - 5;8;4;9;19;5;3
4131;5;address - 5;8;4;18;3;5;3
4132;5;address - 5;8;5;9;3;5;3
4133;5;address - 5;8;1;17;24;5;3
4134;5;address - 5;8;1;18;16;5;3
4135;5;address - 5;8;1;17;22;5;3
4136;5;address - 5;8;1;10;24;5;3
4137;5;address - 5;8;1;11;3;5;3
4138;5;address - 5;8;5;9;21;5;3
4139;5;address - 5;8;1;17;24;5;3
4140;5;address - 5;8;5;17;24;5;3
4141;5;address - 5;8;5;17;29;5;3
4142;5;address - 5;8;1;9;4;5;3
4143;5;address - 5;8;1;18;27;5;3
4144;5;address - 5;8;5;17;26;5;3
4145;5;address - 5;8;1;17;21;5;3
4146;5;address - 5;8;1;10;8;5;3
4147;5;address - 5;8;5;9;4;5;3
4148;5;address - 5;8;5;9;6;5;3
4149;5;address - 5;8;1;17;6;5;3
4150;5;address - 5;8;5;9;2;5;3
4151;5;address - 5;8;5;10;3;5;3
4152;5;address - 5;8;5;18;15;5;3
4153;5;address - 5;8;1;9;24;5;3
4154;5;address - 5;8;1;9;2;5;3
4155;5;address - 5;8;5;9;26;5;3
4156;5;address - 5;8;1;9;30;5;3
4157;5;address - 5;8;5;15;9;5;3
4158;5;address - 5;8;1;18;4;5;3
4159;5;address - 5;8;4;10;2;5;3
4160;5;address - 5;8;4;11;13;5;3
4161;5;address - 5;8;5;17;2;5;3
4162;5;address - 5;8;4;18;25;5;3
4163;5;address - 5;8;5;15;23;5;3
4164;5;address - 5;8;5;11;30;5;3
4165;5;address - 5;8;1;18;29;5;3
4166;5;address - 5;8;1;15;3;5;3
4167;5;address - 5;8;5;17;17;5;3
4168;5;address - 5;8;1;9;13;5;3
4169;5;address - 5;8;4;17;10;5;3
4170;5;address - 5;8;1;15;11;5;3
4171;5;address - 5;8;1;17;17;5;3
4172;5;address - 5;8;5;18;28;5;3
4173;5;address - 5;8;5;11;29;5;3
4174;5;address - 5;8;4;9;19;5;3
4175;5;address - 5;8;5;15;10;5;3
4176;5;address - 5;8;4;10;7;5;3
4177;5;address - 5;8;1;18;8;5;3
4178;5;address - 5;8;5;11;12;5;3
4179;5;address - 5;8;4;17;30;5;3
4180;5;address - 5;8;5;11;16;5;3
4181;5;address - 5;8;5;10;2;5;3
4182;5;address - 5;8;5;17;17;5;3
4183;5;address - 5;8;1;17;4;5;3
4184;5;address - 5;8;4;11;17;5;3
4185;5;address - 5;8;1;11;21;5;3
4186;5;address - 5;8;5;11;20;5;3
4187;5;address - 5;8;5;10;25;5;3
4188;5;address - 5;8;1;15;17;5;3
4189;5;address - 5;8;4;9;30;5;3
4190;5;address - 5;8;5;9;18;5;3
4191;5;address - 5;8;1;15;21;5;3
4192;5;address - 5;8;1;9;7;5;3
4193;5;address - 5;8;1;11;10;5;3
4194;5;address - 5;8;1;17;27;5;3
4195;5;address - 5;8;5;15;25;5;3
4196;5;address - 5;8;5;10;24;5;3
4197;5;address - 5;8;1;17;16;5;3
4198;5;address - 5;8;1;11;15;5;3
4199;5;address - 5;8;5;10;24;5;3
4200;5;address - 5;8;4;17;28;5;3
4201;5;address - 5;8;1;17;28;5;3
4202;5;address - 5;8;4;18;27;5;3
4203;5;address - 5;8;5;11;21;5;3
4204;5;address - 5;8;4;11;28;5;3
4205;5;address - 5;8;1;10;11;5;3
4206;5;address - 5;8;5;18;1;5;3
4207;5;address - 5;8;5;17;5;5;3
4208;5;address - 5;8;1;11;14;5;3
4209;5;address - 5;8;4;17;7;5;3
4210;5;address - 5;8;5;10;12;5;3
4211;5;address - 5;8;4;9;7;5;3
4212;5;address - 5;8;4;18;23;5;3
4213;5;address - 5;8;1;10;9;5;3
4214;5;address - 5;8;4;17;28;5;3
4215;5;address - 5;8;5;17;17;5;3
4216;5;address - 5;8;5;9;16;5;3
4217;5;address - 5;8;5;9;30;5;3
4218;5;address - 5;8;5;17;4;5;3
4219;5;address - 5;8;1;10;5;5;3
4220;5;address - 5;8;5;17;30;5;3
4221;5;address - 5;8;1;17;3;5;3
4222;5;address - 5;8;5;9;28;5;3
4223;5;address - 5;8;5;9;22;5;3
4224;5;address - 5;8;1;17;27;5;3
4225;5;address - 5;8;1;18;29;5;3
4226;5;address - 5;8;5;18;26;5;3
4227;5;address - 5;8;1;18;8;5;3
4228;5;address - 5;8;4;17;13;5;3
4229;5;address - 5;8;1;18;13;5;3
4230;5;address - 5;8;4;15;25;5;3
4231;5;address - 5;8;5;17;12;5;3
4232;5;address - 5;8;1;17;10;5;3
4233;5;address - 5;8;1;10;27;5;3
4234;5;address - 5;8;1;10;10;5;3
4235;5;address - 5;8;1;17;7;5;3
4236;5;address - 5;8;5;9;24;5;3
4237;5;address - 5;8;4;9;4;5;3
4238;5;address - 5;8;5;15;9;5;3
4239;5;address - 5;8;5;9;11;5;3
4240;5;address - 5;8;1;9;17;5;3
4241;5;address - 5;8;1;17;16;5;3
4242;5;address - 5;8;1;18;8;5;3
4243;5;address - 5;8;5;9;26;5;3
4244;5;address - 5;8;1;17;25;5;3
4245;5;address - 5;8;1;17;28;5;3
4246;5;address - 5;8;5;9;5;5;3
4247;5;address - 5;8;4;10;10;5;3
4248;5;address - 5;8;5;9;11;5;3
4249;5;address - 5;8;1;18;19;5;3
4250;5;address - 5;8;1;9;14;5;3
4251;5;address - 5;8;5;17;27;5;3
4252;5;address - 5;8;1;18;10;5;3
4253;5;address - 5;8;4;18;16;5;3
4254;5;address - 5;8;1;17;5;5;3
4255;5;address - 5;8;1;15;3;5;3
4256;5;address - 5;8;4;9;14;5;3
4257;5;address - 5;8;1;10;29;5;3
4258;5;address - 5;8;5;9;20;5;3
4259;5;address - 5;8;5;17;2;5;3
4260;5;address - 5;8;5;9;29;5;3
4261;5;address - 5;8;5;17;22;5;3
4262;5;address - 5;8;5;17;30;5;3
4263;5;address - 5;8;5;17;12;5;3
4264;5;address - 5;8;5;17;18;5;3
4265;5;address - 5;8;5;17;7;5;3
4266;5;address - 5;8;1;10;18;5;3
4267;5;address - 5;8;1;18;4;5;3
4268;5;address - 5;8;1;9;17;5;3
4269;5;address - 5;8;1;10;9;5;3
4270;5;address - 5;8;1;10;14;5;3
4271;5;address - 5;8;4;11;28;5;3
4272;5;address - 5;8;4;11;17;5;3
4273;5;address - 5;8;1;17;7;5;3
4274;5;address - 5;8;1;17;1;5;3
4275;5;address - 5;8;5;17;26;5;3
4276;5;address - 5;8;1;10;24;5;3
4277;5;address - 5;8;1;11;27;5;3
4278;5;address - 5;8;5;10;9;5;3
4279;5;address - 5;8;1;17;15;5;3
4280;5;address - 5;8;1;11;2;5;3
4281;5;address - 5;8;5;17;20;5;3
4282;5;address - 5;8;5;18;21;5;3
4283;5;address - 5;8;4;9;30;5;3
4284;5;address - 5;8;1;18;15;5;3
4285;5;address - 5;8;5;17;11;5;3
4286;5;address - 5;8;5;9;7;5;3
4287;5;address - 5;8;4;11;26;5;3
4288;5;address - 5;8;1;9;26;5;3
4289;5;address - 5;8;4;15;10;5;3
4290;5;address - 5;8;1;9;11;5;3
4291;5;address - 5;8;5;17;8;5;3
4292;5;address - 5;8;5;17;11;5;3
4293;5;address - 5;8;1;17;13;5;3
4294;5;address - 5;8;5;18;2;5;3
4295;5;address - 5;8;5;11;22;5;3
4296;5;address - 5;8;5;9;22;5;3
4297;5;address - 5;8;4;18;29;5;3
4298;5;address - 5;8;4;18;23;5;3
4299;5;address - 5;8;1;9;13;5;3
4300;5;address - 5;8;1;9;5;5;3
4301;5;address - 5;8;4;10;24;5;3
4302;5;address - 5;8;5;17;15;5;3
4303;5;address - 5;8;5;17;27;5;3
4304;5;address - 5;8;1;18;12;5;3
4305;5;address - 5;8;5;17;9;5;3
4306;5;address - 5;8;1;9;20;5;3
4307;5;address - 5;8;1;17;7;5;3
4308;5;address - 5;8;1;9;20;5;3
4309;5;address - 5;8;1;9;8;5;3
4310;5;address - 5;8;5;15;8;5;3
4311;5;address - 5;8;1;18;2;5;3
4312;5;address - 5;8;4;17;19;5;3
4313;5;address - 5;8;5;10;3;5;3
4314;5;address - 5;8;4;11;24;5;3
4315;5;address - 5;8;5;9;13;5;3
4316;5;address - 5;8;1;17;17;5;3
4317;5;address - 5;8;5;18;17;5;3
4318;5;address - 5;8;1;9;6;5;3
4319;5;address - 5;8;4;11;30;5;3
4320;5;address - 5;8;5;18;5;5;3
4321;5;address - 5;8;5;17;3;5;3
4322;5;address - 5;8;5;9;28;5;3
4323;5;address - 5;8;5;9;24;5;3
4324;5;address - 5;8;5;10;20;5;3
4325;5;address - 5;8;5;17;14;5;3
4326;5;address - 5;8;4;10;29;5;3
4327;5;address - 5;8;1;18;14;5;3
4328;5;address - 5;8;4;18;23;5;3
4329;5;address - 5;8;5;9;2;5;3
4330;5;address - 5;8;5;17;24;5;3
4331;5;address - 5;8;5;9;2;5;3
4332;5;address - 5;8;5;11;20;5;3
4333;5;address - 5;8;5;17;21;5;3
4334;5;address - 5;8;1;17;11;5;3
4335;5;address - 5;8;1;11;6;5;3
4336;5;address - 5;8;5;17;4;5;3
4337;5;address - 5;8;4;15;22;5;3
4338;5;address - 5;8;5;17;5;5;3
4339;5;address - 5;8;1;17;29;5;3
4340;5;address - 5;8;5;17;11;5;3
4341;5;address - 5;8;1;17;30;5;3
4342;5;address - 5;8;4;11;4;5;3
4343;5;address - 5;8;5;9;29;5;3
4344;5;address - 5;8;5;17;3;5;3
4345;5;address - 5;8;5;17;26;5;3
4346;5;address - 5;8;5;9;23;5;3
4347;5;address - 5;8;5;18;9;5;3
4348;5;address - 5;8;5;17;15;5;3
4349;5;address - 5;8;1;17;5;5;3
4350;5;address - 5;8;1;18;1;5;3
4351;5;address - 5;8;5;17;15;5;3
4352;5;address - 5;8;1;15;10;5;3
4353;5;address - 5;8;5;17;7;5;3
4354;5;address - 5;8;1;9;11;5;3
4355;5;address - 5;8;5;9;22;5;3
4356;5;address - 5;8;1;9;24;5;3
4357;5;address - 5;8;5;9;27;5;3
4358;5;address - 5;8;1;18;24;5;3
4359;5;address - 5;8;1;11;17;5;3
4360;5;address - 5;8;4;17;19;5;3
4361;5;address - 5;8;1;9;16;5;3
4362;5;address - 5;8;5;9;22;5;3
4363;5;address - 5;8;1;17;3;5;3
4364;5;address - 5;8;4;17;2;5;3
4365;5;address - 5;8;5;9;29;5;3
4366;5;address - 5;8;1;17;5;5;3
4367;5;address - 5;8;1;11;27;5;3
4368;5;address - 5;8;5;10;23;5;3
4369;5;address - 5;8;5;10;16;5;3
4370;5;address - 5;8;1;11;17;5;3
4371;5;address - 5;8;5;17;3;5;3
4372;5;address - 5;8;1;17;29;5;3
4373;5;address - 5;8;5;17;4;5;3
4374;5;address - 5;8;5;17;27;5;3
4375;5;address - 5;8;4;9;8;5;3
4376;5;address - 5;8;1;18;13;5;3
4377;5;address - 5;8;5;17;1;5;3
4378;5;address - 5;8;4;17;19;5;3
4379;5;address - 5;8;4;17;15;5;3
4380;5;address - 5;8;1;10;10;5;3
4381;5;address - 5;8;5;17;3;5;3
4382;5;address - 5;8;1;17;22;5;3
4383;5;address - 5;8;1;11;12;5;3
4384;5;address - 5;8;4;10;12;5;3
4385;5;address - 5;8;1;9;22;5;3
4386;5;address - 5;8;5;11;21;5;3
4387;5;address - 5;8;5;17;2;5;3
4388;5;address - 5;8;4;9;25;5;3
4389;5;address - 5;8;1;17;21;5;3
4390;5;address - 5;8;1;17;14;5;3
4391;5;address - 5;8;4;17;2;5;3
4392;5;address - 5;8;5;18;12;5;3
4393;5;address - 5;8;1;17;11;5;3
4394;5;address - 5;8;4;17;15;5;3
4395;5;address - 5;8;1;10;15;5;3
4396;5;address - 5;8;5;9;9;5;3
4397;5;address - 5;8;4;9;18;5;3
4398;5;address - 5;8;5;17;24;5;3
4399;5;address - 5;8;5;17;29;5;3
4400;5;address - 5;8;5;17;7;5;3
4401;5;address - 5;8;1;17;22;5;3
4402;5;address - 5;8;4;9;24;5;3
4403;5;address - 5;8;4;9;18;5;3
4404;5;address - 5;8;5;17;13;5;3
4405;5;address - 5;8;4;18;18;5;3
4406;5;address - 5;8;5;17;15;5;3
4407;5;address - 5;8;5;17;28;5;3
4408;5;address - 5;8;1;9;19;5;3
4409;5;address - 5;8;1;9;17;5;3
4410;5;address - 5;8;5;17;11;5;3
4411;5;address - 5;8;5;11;3;5;3
4412;5;address - 5;8;1;17;30;5;3
4413;5;address - 5;8;4;17;13;5;3
4414;5;address - 5;8;4;18;10;5;3
4415;5;address - 5;8;4;9;20;5;3
4416;5;address - 5;8;1;9;9;5;3
4417;5;address - 5;8;5;9;18;5;3
4418;5;address - 5;8;5;17;27;5;3
4419;5;address - 5;8;1;11;22;5;3
4420;5;address - 5;8;4;9;22;5;3
4421;5;address - 5;8;4;18;26;5;3
4422;5;address - 5;8;1;9;1;5;3
4423;5;address - 5;8;4;15;27;5;3
4424;5;address - 5;8;4;9;1;5;3
4425;5;address - 5;8;5;10;18;5;3
4426;5;address - 5;8;1;9;5;5;3
4427;5;address - 5;8;1;10;8;5;3
4428;5;address - 5;8;5;17;13;5;3
4429;5;address - 5;8;1;18;19;5;3
4430;5;address - 5;8;1;17;10;5;3
4431;5;address - 5;8;4;9;13;5;3
4432;5;address - 5;8;5;17;18;5;3
4433;5;address - 5;8;5;10;9;5;3
4434;5;address - 5;8;1;17;28;5;3
4435;5;address - 5;8;1;17;14;5;3
4436;5;address - 5;8;5;17;23;5;3
4437;5;address - 5;8;1;17;14;5;3
4438;5;address - 5;8;5;17;30;5;3
4439;5;address - 5;8;1;10;29;5;3
4440;5;address - 5;8;5;15;21;5;3
4441;5;address - 5;8;4;10;14;5;3
4442;5;address - 5;8;1;9;29;5;3
4443;5;address - 5;8;1;17;2;5;3
4444;5;address - 5;8;1;18;17;5;3
4445;5;address - 5;8;4;15;5;5;3
4446;5;address - 5;8;5;9;24;5;3
4447;5;address - 5;8;1;17;9;5;3
4448;5;address - 5;8;5;15;3;5;3
4449;5;address - 5;8;1;17;26;5;3
4450;5;address - 5;8;1;9;29;5;3
4451;5;address - 5;8;1;11;24;5;3
4452;5;address - 5;8;4;10;16;5;3
4453;5;address - 5;8;5;17;13;5;3
4454;5;address - 5;8;5;18;13;5;3
4455;5;address - 5;8;5;18;4;5;3
4456;5;address - 5;8;1;9;17;5;3
4457;5;address - 5;8;1;10;6;5;3
4458;5;address - 5;8;1;17;21;5;3
4459;5;address - 5;8;5;9;13;5;3
4460;5;address - 5;8;5;10;13;5;3
4461;5;address - 5;8;1;17;1;5;3
4462;5;address - 5;8;4;17;22;5;3
4463;5;address - 5;8;4;17;8;5;3
4464;5;address - 5;8;5;17;25;5;3
4465;5;address - 5;8;4;15;7;5;3
4466;5;address - 5;8;1;17;28;5;3
4467;5;address - 5;8;1;9;21;5;3
4468;5;address - 5;8;1;17;30;5;3
4469;5;address - 5;8;4;17;21;5;3
4470;5;address - 5;8;4;17;11;5;3
4471;5;address - 5;8;1;10;12;5;3
4472;5;address - 5;8;1;17;19;5;3
4473;5;address - 5;8;1;11;23;5;3
4474;5;address - 5;8;1;18;13;5;3
4475;5;address - 5;8;1;17;12;5;3
4476;5;address - 5;8;5;11;30;5;3
4477;5;address - 5;8;1;15;7;5;3
4478;5;address - 5;8;5;9;4;5;3
4479;5;address - 5;8;5;17;9;5;3
4480;5;address - 5;8;1;15;23;5;3
4481;5;address - 5;8;5;17;14;5;3
4482;5;address - 5;8;5;17;27;5;3
4483;5;address - 5;8;1;17;7;5;3
4484;5;address - 5;8;1;17;6;5;3
4485;5;address - 5;8;5;18;10;5;3
4486;5;address - 5;8;1;9;22;5;3
4487;5;address - 5;8;1;15;22;5;3
4488;5;address - 5;8;1;17;29;5;3
4489;5;address - 5;8;1;9;5;5;3
4490;5;address - 5;8;1;15;4;5;3
4491;5;address - 5;8;1;11;29;5;3
4492;5;address - 5;8;1;11;9;5;3
4493;5;address - 5;8;1;10;24;5;3
4494;5;address - 5;8;1;10;30;5;3
4495;5;address - 5;8;5;18;14;5;3
4496;5;address - 5;8;1;18;28;5;3
4497;5;address - 5;8;5;15;17;5;3
4498;5;address - 5;8;4;9;25;5;3
4499;5;address - 5;8;1;17;10;5;3
4500;5;address - 5;8;4;10;3;5;3
4501;5;address - 5;8;5;18;10;5;3
4502;5;address - 5;8;5;15;18;5;3
4503;5;address - 5;8;5;9;6;5;3
4504;5;address - 5;8;1;17;14;5;3
4505;5;address - 5;8;4;17;12;5;3
4506;5;address - 5;8;1;15;23;5;3
4507;5;address - 5;8;5;9;3;5;3
4508;5;address - 5;8;1;9;9;5;3
4509;5;address - 5;8;4;11;21;5;3
4510;5;address - 5;8;5;17;10;5;3
4511;5;address - 5;8;1;17;21;5;3
4512;5;address - 5;8;1;15;10;5;3
4513;5;address - 5;8;4;17;15;5;3
4514;5;address - 5;8;1;10;22;5;3
4515;5;address - 5;8;4;9;1;5;3
4516;5;address - 5;8;1;9;21;5;3
4517;5;address - 5;8;1;17;19;5;3
4518;5;address - 5;8;5;15;28;5;3
4519;5;address - 5;8;1;15;22;5;3
4520;5;address - 5;8;4;9;7;5;3
4521;5;address - 5;8;1;11;15;5;3
4522;5;address - 5;8;5;17;12;5;3
4523;5;address - 5;8;1;9;26;5;3
4524;5;address - 5;8;4;9;1;5;3
4525;5;address - 5;8;5;17;28;5;3
4526;5;address - 5;8;1;15;4;5;3
4527;5;address - 5;8;1;17;1;5;3
4528;5;address - 5;8;1;17;28;5;3
4529;5;address - 5;8;5;17;8;5;3
4530;5;address - 5;8;4;10;18;5;3
4531;5;address - 5;8;1;18;10;5;3
4532;5;address - 5;8;1;15;2;5;3
4533;5;address - 5;8;5;15;9;5;3
4534;5;address - 5;8;5;9;22;5;3
4535;5;address - 5;8;1;11;11;5;3
4536;5;address - 5;8;4;15;5;5;3
4537;5;address - 5;8;5;15;14;5;3
4538;5;address - 5;8;5;10;30;5;3
4539;5;address - 5;8;1;10;6;5;3
4540;5;address - 5;8;1;11;15;5;3
4541;5;address - 5;8;4;18;16;5;3
4542;5;address - 5;8;4;9;13;5;3
4543;5;address - 5;8;1;9;14;5;3
4544;5;address - 5;8;1;17;22;5;3
4545;5;address - 5;8;5;11;26;5;3
4546;5;address - 5;8;1;9;13;5;3
4547;5;address - 5;8;5;9;6;5;3
4548;5;address - 5;8;4;17;4;5;3
4549;5;address - 5;8;1;9;10;5;3
4550;5;address - 5;8;5;17;29;5;3
4551;5;address - 5;8;5;10;2;5;3
4552;5;address - 5;8;1;11;11;5;3
4553;5;address - 5;8;5;9;7;5;3
4554;5;address - 5;8;1;15;17;5;3
4555;5;address - 5;8;1;17;4;5;3
4556;5;address - 5;8;4;11;20;5;3
4557;5;address - 5;8;1;17;14;5;3
4558;5;address - 5;8;4;18;5;5;3
4559;5;address - 5;8;5;11;29;5;3
4560;5;address - 5;8;1;15;23;5;3
4561;5;address - 5;8;4;15;9;5;3
